caldt,vwretd
6/20/1975,0.006371
6/23/1975,0.011102
6/24/1975,0.006278
6/25/1975,0.004561
6/26/1975,0.00181
6/27/1975,0.000056
6/30/1975,0.004189
7/1/1975,-0.003597
7/2/1975,-0.007058
7/3/1975,0.00209
7/7/1975,-0.008546
7/8/1975,-0.00155
7/9/1975,0.015023
7/10/1975,-0.000027
7/11/1975,-0.001565
7/14/1975,0.005867
7/15/1975,0.00456
7/16/1975,-0.010385
7/17/1975,-0.010311
7/18/1975,-0.004673
7/21/1975,-0.008018
7/22/1975,-0.010743
7/23/1975,-0.013838
7/24/1975,-0.001146
7/25/1975,-0.0086
7/28/1975,-0.006331
7/29/1975,-0.005354
7/30/1975,0.007745
7/31/1975,-0.000695
8/1/1975,-0.008509
8/4/1975,-0.008951
8/5/1975,-0.010406
8/6/1975,0.000898
8/7/1975,0.00109
8/8/1975,-0.002976
8/11/1975,0.006904
8/12/1975,0.006645
8/13/1975,-0.013354
8/14/1975,-0.004326
8/15/1975,0.008953
8/18/1975,-0.001542
8/19/1975,-0.014631
8/20/1975,-0.020339
8/21/1975,-0.001586
8/22/1975,0.01565
8/25/1975,0.009719
8/26/1975,-0.012668
8/27/1975,0.005765
8/28/1975,0.023527
8/29/1975,0.005751
9/2/1975,-0.016089
9/3/1975,0.006535
9/4/1975,0.002198
9/5/1975,-0.006766
9/8/1975,0.003478
9/9/1975,-0.01496
9/10/1975,-0.009451
9/11/1975,-0.00406
9/12/1975,-0.001903
9/15/1975,-0.004671
9/16/1975,-0.009414
9/17/1975,0.003573
9/18/1975,0.020565
9/19/1975,0.021833
9/22/1975,-0.009475
9/23/1975,-0.001205
9/24/1975,0.009719
9/25/1975,-0.001097
9/26/1975,0.006503
9/29/1975,-0.013395
9/30/1975,-0.013621
10/1/1975,-0.011262
10/2/1975,0.010872
10/3/1975,0.025646
10/6/1975,0.011073
10/7/1975,-0.001248
10/8/1975,0.013632
10/9/1975,0.004843
10/10/1975,-0.001766
10/13/1975,0.014346
10/14/1975,-0.001978
10/15/1975,-0.000641
10/16/1975,0.001528
10/17/1975,-0.005621
10/20/1975,0.011097
10/21/1975,0.008296
10/22/1975,0.001687
10/23/1975,0.005836
10/24/1975,-0.015548
10/27/1975,-0.00075
10/28/1975,0.0091
10/29/1975,-0.012262
10/30/1975,-0.000863
10/31/1975,-0.00225
11/3/1975,-0.010193
11/4/1975,0.004823
11/5/1975,0.008397
11/6/1975,0.00505
11/7/1975,-0.001988
11/10/1975,0.000228
11/11/1975,0.006014
11/12/1975,0.014824
11/13/1975,-0.001664
11/14/1975,-0.000773
11/17/1975,0.006118
11/18/1975,-0.004928
11/19/1975,-0.011072
11/20/1975,-0.003904
11/21/1975,-0.001043
11/24/1975,0.003546
11/25/1975,0.011217
11/26/1975,0.002582
11/28/1975,0.003123
12/1/1975,-0.006109
12/2/1975,-0.014772
12/3/1975,-0.019416
12/4/1975,0.002906
12/5/1975,-0.011743
12/8/1975,0.002907
12/9/1975,0.002941
12/10/1975,0.009214
12/11/1975,-0.002951
12/12/1975,0.000169
12/15/1975,0.003225
12/16/1975,0.009717
12/17/1975,0.002403
12/18/1975,0.002986
12/19/1975,-0.007119
12/22/1975,-0.007496
12/23/1975,0.006722
12/24/1975,0.008237
12/26/1975,0.009038
12/29/1975,-0.001476
12/30/1975,-0.003961
12/31/1975,0.004688
1/2/1976,0.007784
1/5/1976,0.018647
1/6/1976,0.010391
1/7/1976,0.004768
1/8/1976,0.006872
1/9/1976,0.003944
1/12/1976,0.014484
1/13/1976,-0.007862
1/14/1976,0.016537
1/15/1976,-0.005314
1/16/1976,0.004003
1/19/1976,0.01396
1/20/1976,0.005694
1/21/1976,-0.006283
1/22/1976,-0.002017
1/23/1976,0.012068
1/26/1976,0.004988
1/27/1976,-0.006008
1/28/1976,-0.005294
1/29/1976,0.016389
1/30/1976,0.006688
2/2/1976,0.000889
2/3/1976,0.003915
2/4/1976,0.007336
2/5/1976,-0.013812
2/6/1976,-0.008725
2/9/1976,0.001609
2/10/1976,0.008298
2/11/1976,0.003422
2/12/1976,-0.00534
2/13/1976,-0.005152
2/17/1976,-0.006114
2/18/1976,0.007847
2/19/1976,0.015987
2/20/1976,0.007015
2/23/1976,-0.004301
2/24/1976,0.004701
2/25/1976,-0.002594
2/26/1976,-0.015485
2/27/1976,-0.004774
3/1/1976,0.004052
3/2/1976,0.005303
3/3/1976,-0.005965
3/4/1976,-0.009918
3/5/1976,0.001723
3/8/1976,0.010893
3/9/1976,0.003696
3/10/1976,0.004095
